business_id,business_category,business_true_avg_rating,business_displayed_stars,business_review_count
1700,services,3.976,4.0,119
1701,health,4.108,4.0,22
1702,shopping,4.357,4.5,8
1703,nightlife,3.469,3.5,49
1704,shopping,3.474,3.5,55
1705,health,4.648,4.5,119
1706,restaurants,4.274,4.5,89
1707,shopping,3.635,3.5,173
1708,services,3.791,4.0,47
1709,restaurants,3.794,4.0,32
1710,services,3.867,4.0,7
1711,shopping,4.11,4.0,34
1712,health,5.0,5.0,15
1713,services,3.954,4.0,31
1714,restaurants,4.214,4.0,27
1715,beauty,2.922,3.0,40
1716,restaurants,3.583,3.5,23
1717,nightlife,4.526,4.5,63
1718,nightlife,4.071,4.0,3
1719,services,1.436,1.5,31
1720,restaurants,4.221,4.0,83
1721,restaurants,4.905,5.0,160
1722,beauty,2.752,3.0,52
1723,nightlife,4.686,4.5,133
1724,shopping,2.325,2.5,30
1725,restaurants,4.366,4.5,26
1726,shopping,3.845,4.0,43
1727,services,2.558,2.5,25
1728,restaurants,4.095,4.0,12
1729,shopping,4.483,4.5,16
1730,health,4.05,4.0,9
1731,restaurants,4.172,4.0,43
1732,beauty,3.624,3.5,26
1733,restaurants,2.826,3.0,18
1734,services,4.231,4.0,15
1735,beauty,4.812,5.0,42
1736,services,4.471,4.5,55
1737,restaurants,2.757,3.0,9
1738,shopping,3.017,3.0,8
1739,beauty,3.385,3.5,65
1740,restaurants,2.974,3.0,7
1741,restaurants,3.874,4.0,43
1742,restaurants,4.066,4.0,125
1743,health,3.063,3.0,125
1744,beauty,4.277,4.5,52
1745,nightlife,4.181,4.0,51
1746,beauty,3.549,3.5,234
1747,shopping,3.755,4.0,3
1748,shopping,2.778,3.0,16
1749,shopping,3.667,3.5,58
1750,nightlife,3.854,4.0,19
1751,restaurants,3.943,4.0,86
1752,services,4.058,4.0,25
1753,services,3.984,4.0,29
1754,shopping,3.705,3.5,20
1755,nightlife,4.007,4.0,16
1756,restaurants,4.401,4.5,15
1757,health,3.797,4.0,33
1758,services,4.025,4.0,12
1759,health,3.748,3.5,65
1760,restaurants,3.494,3.5,48
1761,restaurants,4.138,4.0,75
1762,restaurants,3.545,3.5,9
1763,restaurants,4.062,4.0,5
1764,restaurants,3.866,4.0,25
1765,restaurants,3.683,3.5,446
1766,health,3.67,3.5,88
1767,restaurants,3.571,3.5,15
1768,restaurants,2.945,3.0,39
1769,services,4.061,4.0,52
1770,nightlife,3.977,4.0,7
1771,beauty,4.317,4.5,98
1772,nightlife,3.558,3.5,22
1773,services,4.892,5.0,23
1774,nightlife,3.641,3.5,26
1775,shopping,3.369,3.5,78
1776,beauty,3.303,3.5,13
1777,shopping,2.896,3.0,5
1778,shopping,4.693,4.5,35
1779,shopping,4.604,4.5,4
1780,restaurants,4.18,4.0,19
1781,services,3.357,3.5,81
1782,restaurants,4.846,5.0,45
1783,restaurants,3.657,3.5,71
1784,restaurants,3.702,3.5,47
1785,services,4.64,4.5,274
1786,restaurants,4.212,4.0,15
1787,beauty,5.0,5.0,38
1788,services,3.987,4.0,17
1789,restaurants,3.632,3.5,65
1790,beauty,3.514,3.5,24
1791,restaurants,2.834,3.0,138
1792,restaurants,3.697,3.5,15
1793,beauty,4.48,4.5,101
1794,services,4.179,4.0,45
1795,restaurants,3.861,4.0,25
1796,nightlife,3.303,3.5,43
1797,restaurants,3.975,4.0,33
1798,nightlife,4.407,4.5,36
1799,nightlife,4.087,4.0,21
1800,nightlife,3.942,4.0,13
1801,nightlife,3.412,3.5,19
1802,restaurants,4.327,4.5,6
1803,beauty,2.127,2.0,58
1804,beauty,4.061,4.0,8
1805,beauty,5.0,5.0,21
1806,restaurants,3.02,3.0,48
1807,shopping,3.717,3.5,58
1808,shopping,3.846,4.0,5
1809,restaurants,3.596,3.5,23
1810,restaurants,4.42,4.5,40
1811,shopping,4.11,4.0,27
1812,beauty,3.934,4.0,95
1813,restaurants,4.288,4.5,12
1814,services,3.859,4.0,4
1815,nightlife,5.0,5.0,56
1816,beauty,3.933,4.0,15
1817,shopping,3.957,4.0,5
1818,shopping,2.909,3.0,22
1819,nightlife,3.551,3.5,85
1820,health,4.481,4.5,8
1821,shopping,3.115,3.0,255
1822,shopping,2.663,2.5,12
1823,nightlife,3.868,4.0,28
1824,beauty,4.604,4.5,8
1825,restaurants,3.873,4.0,27
1826,shopping,3.665,3.5,22
1827,shopping,2.828,3.0,7
1828,health,4.099,4.0,415
1829,shopping,4.214,4.0,16
1830,shopping,2.87,3.0,16
1831,health,4.474,4.5,66
1832,shopping,4.271,4.5,152
1833,restaurants,4.473,4.5,77
1834,restaurants,4.171,4.0,8
1835,restaurants,4.21,4.0,31
1836,restaurants,4.136,4.0,5
1837,shopping,4.328,4.5,61
1838,beauty,2.85,3.0,6
1839,beauty,3.024,3.0,12
1840,restaurants,3.445,3.5,25
1841,nightlife,3.779,4.0,39
1842,restaurants,4.063,4.0,20
1843,health,4.029,4.0,113
1844,restaurants,4.464,4.5,52
1845,nightlife,4.482,4.5,48
1846,restaurants,3.37,3.5,8
1847,nightlife,3.981,4.0,135
1848,shopping,3.384,3.5,12
1849,beauty,3.746,3.5,140
1850,restaurants,4.027,4.0,186
1851,services,1.975,2.0,42
1852,shopping,5.0,5.0,70
1853,beauty,4.162,4.0,2
1854,services,3.522,3.5,21
1855,health,4.91,5.0,75
1856,restaurants,3.659,3.5,63
1857,restaurants,3.923,4.0,8
1858,restaurants,3.582,3.5,19
1859,restaurants,4.759,5.0,3
1860,nightlife,3.792,4.0,38
1861,health,3.932,4.0,5
1862,health,4.512,4.5,77
1863,shopping,4.172,4.0,81
1864,nightlife,3.82,4.0,16
1865,services,4.461,4.5,42
1866,health,5.0,5.0,21
1867,restaurants,4.025,4.0,32
1868,shopping,3.914,4.0,9
1869,services,3.944,4.0,47
1870,restaurants,4.571,4.5,6
1871,shopping,3.52,3.5,5
1872,health,3.697,3.5,23
1873,health,3.004,3.0,21
1874,services,3.199,3.0,33
1875,services,3.565,3.5,14
1876,restaurants,3.819,4.0,163
1877,restaurants,4.823,5.0,30
1878,nightlife,4.145,4.0,32
1879,nightlife,3.348,3.5,31
1880,shopping,3.45,3.5,68
1881,nightlife,4.606,4.5,45
1882,shopping,4.47,4.5,39
1883,beauty,3.865,4.0,52
1884,restaurants,3.607,3.5,5
1885,restaurants,4.469,4.5,5
1886,restaurants,3.304,3.5,24
1887,restaurants,4.066,4.0,21
1888,services,5.0,5.0,45
1889,shopping,3.963,4.0,26
1890,restaurants,3.423,3.5,45
1891,beauty,4.076,4.0,8
1892,nightlife,3.591,3.5,25
1893,restaurants,3.083,3.0,7
1894,restaurants,4.236,4.0,37
1895,restaurants,4.465,4.5,5
1896,nightlife,3.679,3.5,36
1897,restaurants,3.643,3.5,7
1898,restaurants,3.321,3.5,18
1899,restaurants,3.768,4.0,61
1900,nightlife,3.541,3.5,32
1901,restaurants,3.294,3.5,6
1902,services,4.891,5.0,14
1903,restaurants,4.107,4.0,6
1904,nightlife,4.165,4.0,6
1905,shopping,4.336,4.5,29
1906,shopping,4.274,4.5,44
1907,restaurants,3.623,3.5,39
1908,services,4.0,4.0,46
1909,services,3.702,3.5,25
1910,restaurants,4.091,4.0,20
1911,restaurants,4.038,4.0,9
1912,services,3.64,3.5,17
1913,nightlife,3.119,3.0,8
1914,restaurants,3.93,4.0,12
1915,restaurants,3.738,3.5,28
1916,nightlife,2.81,3.0,23
1917,beauty,4.129,4.0,527
1918,nightlife,4.381,4.5,7
1919,health,5.0,5.0,23
1920,shopping,3.635,3.5,7
1921,restaurants,3.554,3.5,18
1922,shopping,3.24,3.0,18
1923,shopping,3.965,4.0,58
1924,restaurants,3.961,4.0,17
1925,restaurants,3.404,3.5,21
1926,shopping,3.754,4.0,17
1927,beauty,2.762,3.0,7
1928,restaurants,4.36,4.5,14
1929,shopping,3.426,3.5,18
1930,nightlife,3.831,4.0,27
1931,nightlife,3.065,3.0,44
1932,beauty,3.53,3.5,20
1933,services,3.696,3.5,20
1934,beauty,3.844,4.0,5
1935,restaurants,4.114,4.0,43
1936,shopping,4.641,4.5,13
1937,nightlife,4.253,4.5,53
1938,restaurants,4.379,4.5,93
1939,restaurants,4.645,4.5,21
1940,restaurants,4.163,4.0,10
1941,shopping,3.83,4.0,25
1942,shopping,4.405,4.5,36
1943,restaurants,4.44,4.5,19
1944,services,4.207,4.0,15
1945,health,3.05,3.0,44
1946,restaurants,3.387,3.5,41
1947,health,3.699,3.5,18
1948,restaurants,4.279,4.5,6
1949,health,3.838,4.0,40
1950,health,4.475,4.5,12
1951,restaurants,4.573,4.5,31
1952,beauty,4.51,4.5,30
1953,health,4.513,4.5,5
1954,services,3.28,3.5,28
1955,health,4.115,4.0,42
1956,nightlife,3.516,3.5,47
1957,restaurants,2.943,3.0,29
1958,services,3.692,3.5,4
1959,nightlife,4.579,4.5,89
1960,nightlife,4.103,4.0,38
1961,shopping,4.96,5.0,8
1962,nightlife,3.947,4.0,12
1963,restaurants,5.0,5.0,32
1964,beauty,3.948,4.0,49
1965,restaurants,3.862,4.0,16
1966,beauty,3.146,3.0,57
1967,services,4.461,4.5,5
1968,shopping,3.574,3.5,10
1969,shopping,3.494,3.5,4
1970,restaurants,4.555,4.5,11
1971,health,4.487,4.5,112
1972,beauty,4.473,4.5,193
1973,shopping,3.651,3.5,32
1974,restaurants,3.822,4.0,14
1975,restaurants,3.817,4.0,21
1976,shopping,4.28,4.5,40
1977,health,4.704,4.5,6
1978,beauty,4.052,4.0,15
1979,restaurants,4.936,5.0,104
1980,services,4.343,4.5,10
1981,shopping,3.721,3.5,13
1982,services,4.306,4.5,26
1983,restaurants,4.788,5.0,34
1984,nightlife,4.949,5.0,14
1985,health,4.503,4.5,27
1986,restaurants,3.864,4.0,46
1987,beauty,3.731,3.5,175
1988,health,4.167,4.0,23
1989,restaurants,4.771,5.0,25
1990,restaurants,4.089,4.0,114
1991,beauty,4.1,4.0,15
1992,restaurants,3.878,4.0,8
1993,restaurants,3.67,3.5,33
1994,shopping,3.761,4.0,73
1995,beauty,3.924,4.0,36
1996,restaurants,4.795,5.0,23
1997,restaurants,3.718,3.5,7
1998,services,3.879,4.0,24
1999,shopping,3.374,3.5,85
2000,services,4.244,4.0,8
2001,shopping,4.602,4.5,20
2002,health,4.743,4.5,18
2003,nightlife,3.962,4.0,13
2004,restaurants,4.166,4.0,32
2005,services,3.766,4.0,39
2006,shopping,4.14,4.0,39
2007,restaurants,4.023,4.0,10
2008,restaurants,3.882,4.0,6
2009,beauty,3.926,4.0,33
2010,restaurants,4.099,4.0,16
2011,restaurants,3.688,3.5,155
2012,restaurants,3.717,3.5,163
2013,shopping,4.789,5.0,181
2014,shopping,5.0,5.0,11
2015,shopping,3.188,3.0,44
2016,restaurants,3.157,3.0,60
2017,restaurants,3.324,3.5,53
2018,nightlife,3.793,4.0,18
2019,shopping,4.343,4.5,89
2020,nightlife,4.175,4.0,26
2021,restaurants,3.945,4.0,29
2022,restaurants,4.141,4.0,6
2023,restaurants,3.469,3.5,48
2024,shopping,3.716,3.5,20
2025,shopping,3.839,4.0,40
2026,services,2.979,3.0,32
2027,shopping,3.211,3.0,30
2028,shopping,3.233,3.0,24
2029,nightlife,4.27,4.5,55
2030,restaurants,3.985,4.0,21
2031,shopping,4.186,4.0,7
2032,shopping,2.838,3.0,44
2033,shopping,3.034,3.0,12
2034,restaurants,4.215,4.0,8
2035,services,2.322,2.5,10
2036,health,4.524,4.5,34
2037,restaurants,2.847,3.0,23
2038,nightlife,4.314,4.5,4
2039,beauty,3.361,3.5,18
2040,restaurants,4.427,4.5,80
2041,services,5.0,5.0,17
2042,nightlife,2.6,2.5,22
2043,health,4.232,4.0,71
2044,health,2.856,3.0,55
2045,restaurants,4.085,4.0,69
2046,shopping,3.736,3.5,3
2047,nightlife,3.921,4.0,140
2048,restaurants,3.349,3.5,47
2049,restaurants,4.279,4.5,289
2050,health,3.053,3.0,12
2051,restaurants,4.533,4.5,5
2052,shopping,3.625,3.5,26
2053,services,3.079,3.0,20
2054,restaurants,4.727,4.5,48
2055,shopping,3.813,4.0,73
2056,health,4.899,5.0,23
2057,shopping,4.522,4.5,20
2058,restaurants,3.411,3.5,42
2059,restaurants,3.803,4.0,20
2060,health,3.917,4.0,18
2061,restaurants,4.689,4.5,70
2062,shopping,4.091,4.0,87
2063,restaurants,3.947,4.0,74
2064,shopping,3.74,3.5,22
2065,health,3.822,4.0,4
2066,shopping,4.568,4.5,22
2067,health,3.852,4.0,12
2068,restaurants,3.633,3.5,23
2069,shopping,3.54,3.5,14
2070,services,3.545,3.5,25
2071,shopping,3.079,3.0,10
2072,restaurants,3.437,3.5,8
2073,services,4.674,4.5,84
2074,shopping,3.736,3.5,10
2075,shopping,4.237,4.0,26
2076,health,2.487,2.5,65
2077,restaurants,4.163,4.0,62
2078,restaurants,3.761,4.0,55
2079,restaurants,3.585,3.5,34
2080,shopping,3.95,4.0,52
2081,restaurants,3.577,3.5,98
2082,beauty,2.682,2.5,39
2083,restaurants,4.357,4.5,5
2084,beauty,3.984,4.0,15
2085,restaurants,3.677,3.5,50
2086,shopping,3.319,3.5,14
2087,shopping,3.042,3.0,125
2088,beauty,3.973,4.0,24
2089,shopping,4.737,4.5,28
2090,shopping,3.962,4.0,77
2091,services,3.089,3.0,21
2092,nightlife,3.974,4.0,30
2093,restaurants,3.821,4.0,61
2094,services,4.325,4.5,7
2095,shopping,4.184,4.0,19
2096,restaurants,2.208,2.0,57
2097,shopping,4.15,4.0,27
2098,restaurants,3.298,3.5,107
2099,restaurants,3.068,3.0,6
2100,beauty,3.746,3.5,6
2101,restaurants,4.076,4.0,54
2102,services,2.948,3.0,59
2103,health,4.238,4.0,21
2104,nightlife,4.27,4.5,38
2105,beauty,3.876,4.0,53
2106,beauty,3.373,3.5,12
2107,health,3.311,3.5,13
2108,shopping,4.414,4.5,31
2109,restaurants,3.019,3.0,62
2110,shopping,4.435,4.5,9
2111,shopping,3.759,4.0,21
2112,restaurants,3.797,4.0,20
2113,nightlife,2.911,3.0,38
2114,restaurants,3.769,4.0,25
2115,health,4.187,4.0,15
2116,restaurants,3.115,3.0,87
2117,restaurants,4.124,4.0,15
2118,restaurants,3.899,4.0,19
2119,restaurants,3.496,3.5,6
2120,restaurants,4.32,4.5,13
2121,restaurants,2.639,2.5,42
2122,restaurants,4.041,4.0,35
2123,restaurants,4.741,4.5,46
2124,shopping,4.642,4.5,44
2125,shopping,4.064,4.0,199
2126,restaurants,3.684,3.5,13
2127,restaurants,3.5,3.5,6
2128,restaurants,3.683,3.5,10
2129,restaurants,4.149,4.0,13
2130,restaurants,3.406,3.5,10
2131,beauty,4.267,4.5,28
2132,health,5.0,5.0,87
2133,health,3.816,4.0,115
2134,shopping,3.111,3.0,42
2135,shopping,3.11,3.0,210
2136,restaurants,4.277,4.5,18
2137,beauty,3.817,4.0,6
2138,beauty,4.332,4.5,71
2139,services,3.557,3.5,5
2140,services,4.307,4.5,13
2141,shopping,3.763,4.0,42
2142,beauty,3.447,3.5,23
2143,services,3.629,3.5,21
2144,restaurants,3.192,3.0,9
2145,health,4.944,5.0,25
2146,restaurants,3.797,4.0,68
2147,health,4.204,4.0,26
2148,beauty,3.555,3.5,12
2149,restaurants,3.271,3.5,8
2150,nightlife,3.721,3.5,12
2151,restaurants,4.456,4.5,37
2152,beauty,3.564,3.5,36
2153,services,3.371,3.5,12
2154,nightlife,3.936,4.0,4
2155,services,4.124,4.0,38
2156,restaurants,4.754,5.0,11
2157,restaurants,4.045,4.0,50
2158,shopping,4.204,4.0,13
2159,restaurants,4.246,4.0,10
2160,shopping,3.216,3.0,30
2161,restaurants,3.32,3.5,260
2162,shopping,3.254,3.5,53
2163,shopping,3.117,3.0,29
2164,services,4.288,4.5,36
2165,restaurants,4.01,4.0,5
2166,services,3.894,4.0,9
2167,shopping,2.424,2.5,3
2168,restaurants,4.981,5.0,139
2169,shopping,3.358,3.5,114
2170,shopping,4.978,5.0,37
2171,restaurants,3.053,3.0,29
2172,shopping,3.403,3.5,6
2173,restaurants,2.638,2.5,21
2174,shopping,4.049,4.0,148
2175,nightlife,3.244,3.0,29
2176,shopping,3.26,3.5,15
2177,services,3.095,3.0,5
2178,restaurants,4.278,4.5,99
2179,health,4.241,4.0,24
2180,services,4.847,5.0,5
2181,health,3.473,3.5,11
2182,services,3.97,4.0,8
2183,restaurants,3.141,3.0,23
2184,shopping,3.666,3.5,31
2185,restaurants,3.565,3.5,16
2186,services,4.105,4.0,54
2187,nightlife,4.409,4.5,28
2188,restaurants,4.395,4.5,72
2189,health,3.386,3.5,18
2190,restaurants,4.399,4.5,517
2191,nightlife,3.826,4.0,15
2192,beauty,3.671,3.5,11
2193,restaurants,3.46,3.5,10
2194,nightlife,3.542,3.5,21
2195,services,4.808,5.0,5
2196,restaurants,4.019,4.0,34
2197,shopping,3.946,4.0,5
2198,restaurants,3.706,3.5,30
2199,beauty,5.0,5.0,7
2200,restaurants,4.568,4.5,18
2201,health,3.453,3.5,46
2202,services,3.7,3.5,247
2203,restaurants,3.732,3.5,9
2204,restaurants,3.93,4.0,22
2205,nightlife,3.464,3.5,13
2206,beauty,4.091,4.0,11
2207,shopping,4.649,4.5,13
2208,restaurants,3.128,3.0,57
2209,restaurants,3.23,3.0,16
2210,health,3.584,3.5,234
2211,shopping,3.61,3.5,38
2212,services,4.949,5.0,10
2213,shopping,4.401,4.5,18
2214,health,4.369,4.5,12
2215,restaurants,3.705,3.5,56
2216,restaurants,3.693,3.5,6
2217,health,3.052,3.0,7
2218,health,4.28,4.5,15
2219,restaurants,4.12,4.0,50
2220,shopping,4.557,4.5,85
2221,shopping,3.734,3.5,99
2222,shopping,3.772,4.0,43
2223,restaurants,3.944,4.0,24
2224,services,4.341,4.5,55
2225,restaurants,3.041,3.0,9
2226,beauty,4.255,4.5,5
2227,restaurants,3.839,4.0,39
2228,restaurants,3.268,3.5,10
2229,nightlife,2.703,2.5,24
2230,restaurants,3.775,4.0,29
2231,nightlife,4.646,4.5,32
2232,restaurants,4.771,5.0,64
2233,health,4.045,4.0,57
2234,beauty,4.929,5.0,31
2235,services,3.826,4.0,17
2236,restaurants,4.374,4.5,28
2237,restaurants,3.602,3.5,15
2238,shopping,3.567,3.5,21
2239,shopping,3.477,3.5,337
2240,restaurants,2.717,2.5,30
2241,restaurants,4.558,4.5,39
2242,shopping,3.497,3.5,13
2243,restaurants,3.409,3.5,69
2244,shopping,3.201,3.0,53
2245,restaurants,3.738,3.5,54
2246,restaurants,4.82,5.0,31
2247,nightlife,5.0,5.0,70
2248,shopping,2.937,3.0,89
2249,shopping,3.655,3.5,34
2250,shopping,3.281,3.5,23
2251,beauty,4.394,4.5,61
2252,shopping,4.008,4.0,11
2253,nightlife,3.5,3.5,13
2254,health,3.89,4.0,24
2255,shopping,3.587,3.5,5
2256,services,4.738,4.5,57
2257,services,4.151,4.0,10
2258,restaurants,4.218,4.0,16
2259,shopping,2.383,2.5,21
2260,beauty,3.813,4.0,27
2261,health,4.996,5.0,18
2262,shopping,4.579,4.5,24
2263,restaurants,2.834,3.0,24
2264,nightlife,3.678,3.5,17
2265,restaurants,3.189,3.0,12
2266,beauty,4.791,5.0,73
2267,shopping,3.984,4.0,4
2268,beauty,3.428,3.5,21
2269,services,3.869,4.0,16
2270,nightlife,2.416,2.5,38
2271,nightlife,3.253,3.5,7
2272,beauty,3.87,4.0,16
2273,services,4.315,4.5,23
2274,services,2.782,3.0,73
2275,restaurants,3.64,3.5,35
2276,nightlife,4.405,4.5,9
2277,restaurants,3.052,3.0,16
2278,services,3.976,4.0,61
2279,nightlife,3.886,4.0,8
2280,shopping,4.793,5.0,24
2281,restaurants,3.723,3.5,25
2282,restaurants,3.756,4.0,18
2283,beauty,4.32,4.5,364
2284,restaurants,3.121,3.0,17
2285,restaurants,3.729,3.5,39
2286,services,3.599,3.5,12
2287,beauty,3.774,4.0,43
2288,restaurants,4.317,4.5,60
2289,restaurants,4.155,4.0,15
2290,health,3.438,3.5,24
2291,beauty,3.925,4.0,11
2292,nightlife,4.67,4.5,9
2293,restaurants,3.393,3.5,70
2294,restaurants,3.93,4.0,15
2295,restaurants,3.744,3.5,3
2296,beauty,3.815,4.0,144
2297,restaurants,2.953,3.0,12
2298,restaurants,4.626,4.5,20
2299,beauty,3.424,3.5,128
2300,health,4.414,4.5,22
2301,beauty,3.508,3.5,22
2302,shopping,3.506,3.5,8
2303,shopping,4.517,4.5,6
2304,shopping,4.397,4.5,22
2305,restaurants,3.965,4.0,36
2306,shopping,4.269,4.5,34
2307,shopping,3.691,3.5,16
2308,nightlife,3.845,4.0,26
2309,services,3.486,3.5,5
2310,health,4.347,4.5,40
2311,restaurants,3.469,3.5,30
2312,shopping,4.667,4.5,178
2313,restaurants,3.676,3.5,26
2314,shopping,3.861,4.0,11
2315,restaurants,4.267,4.5,24
2316,restaurants,3.863,4.0,19
2317,beauty,3.686,3.5,39
2318,shopping,3.833,4.0,26
2319,services,4.342,4.5,8
2320,restaurants,3.485,3.5,6
2321,restaurants,3.781,4.0,33
2322,shopping,3.856,4.0,99
2323,restaurants,4.326,4.5,28
2324,restaurants,3.795,4.0,56
2325,health,4.845,5.0,69
2326,restaurants,3.764,4.0,33
2327,restaurants,3.719,3.5,12
2328,nightlife,3.756,4.0,31
2329,shopping,3.126,3.0,83
2330,nightlife,3.28,3.5,43
2331,shopping,3.558,3.5,53
2332,services,4.475,4.5,16
2333,restaurants,3.832,4.0,21
2334,shopping,3.583,3.5,23
2335,beauty,4.525,4.5,24
2336,services,4.703,4.5,80
2337,shopping,4.54,4.5,3
2338,nightlife,3.381,3.5,26
2339,restaurants,3.578,3.5,24
2340,restaurants,4.848,5.0,7
2341,restaurants,3.983,4.0,49
2342,beauty,3.703,3.5,13
2343,restaurants,4.245,4.0,18
2344,beauty,4.404,4.5,157
2345,restaurants,3.536,3.5,68
2346,services,3.971,4.0,45
2347,services,4.36,4.5,37
2348,restaurants,3.212,3.0,22
2349,restaurants,3.857,4.0,182
2350,restaurants,3.237,3.0,56
2351,services,3.309,3.5,13
2352,restaurants,3.54,3.5,7
2353,nightlife,4.112,4.0,44
2354,shopping,3.673,3.5,24
2355,services,3.493,3.5,7
2356,shopping,3.878,4.0,39
2357,shopping,3.219,3.0,20
2358,health,4.086,4.0,43
2359,restaurants,4.472,4.5,39
2360,services,3.806,4.0,14
2361,restaurants,3.739,3.5,47
2362,shopping,4.055,4.0,16
2363,services,2.734,2.5,17
2364,beauty,4.145,4.0,15
2365,beauty,5.0,5.0,77
2366,restaurants,3.783,4.0,20
2367,shopping,3.784,4.0,98
2368,shopping,4.259,4.5,147
2369,shopping,4.755,5.0,13
2370,shopping,4.386,4.5,2
2371,restaurants,2.664,2.5,71
2372,restaurants,4.16,4.0,18
2373,restaurants,5.0,5.0,11
2374,shopping,4.192,4.0,15
2375,restaurants,3.215,3.0,17
2376,services,4.005,4.0,91
2377,nightlife,3.146,3.0,30
2378,restaurants,4.528,4.5,90
2379,beauty,3.324,3.5,41
2380,services,3.891,4.0,19
2381,restaurants,3.378,3.5,18
2382,restaurants,3.549,3.5,44
2383,restaurants,4.667,4.5,57
2384,restaurants,3.907,4.0,67
2385,beauty,3.542,3.5,20
2386,health,3.22,3.0,30
2387,restaurants,2.821,3.0,45
2388,beauty,3.162,3.0,18
2389,restaurants,3.912,4.0,9
2390,nightlife,4.389,4.5,12
2391,beauty,3.542,3.5,20
2392,shopping,4.714,4.5,49
2393,restaurants,3.455,3.5,87
2394,nightlife,3.719,3.5,7
2395,health,3.256,3.5,14
2396,restaurants,4.395,4.5,18
2397,restaurants,5.0,5.0,55
2398,restaurants,2.881,3.0,15
2399,nightlife,3.66,3.5,17
2400,nightlife,4.546,4.5,7
2401,services,3.054,3.0,41
2402,beauty,4.162,4.0,22
2403,services,4.522,4.5,14
2404,services,3.893,4.0,20
2405,restaurants,4.153,4.0,77
2406,nightlife,4.818,5.0,10
2407,restaurants,4.922,5.0,12
2408,restaurants,3.816,4.0,87
2409,health,3.557,3.5,27
2410,beauty,3.344,3.5,49
2411,health,4.387,4.5,38
2412,shopping,3.096,3.0,25
2413,shopping,3.711,3.5,18
2414,shopping,3.906,4.0,57
2415,restaurants,3.573,3.5,79
2416,restaurants,4.004,4.0,74
2417,shopping,5.0,5.0,8
2418,restaurants,3.783,4.0,91
2419,health,3.611,3.5,18
2420,restaurants,4.408,4.5,13
2421,restaurants,3.982,4.0,22
2422,beauty,4.642,4.5,57
2423,restaurants,3.941,4.0,43
2424,services,3.713,3.5,20
2425,beauty,2.869,3.0,58
2426,restaurants,2.959,3.0,29
2427,beauty,2.84,3.0,15
2428,nightlife,4.059,4.0,13
2429,beauty,3.101,3.0,38
2430,services,4.541,4.5,24
2431,beauty,3.867,4.0,7
2432,nightlife,3.716,3.5,58
2433,restaurants,3.386,3.5,16
2434,beauty,4.192,4.0,122
2435,health,3.408,3.5,7
2436,nightlife,3.308,3.5,21
2437,beauty,4.504,4.5,13
2438,shopping,4.045,4.0,10
2439,beauty,3.721,3.5,16
2440,health,4.203,4.0,145
2441,restaurants,3.855,4.0,29
2442,restaurants,4.061,4.0,12
2443,shopping,3.401,3.5,5
2444,shopping,4.989,5.0,5
2445,nightlife,3.531,3.5,15
2446,restaurants,4.706,4.5,14
2447,shopping,3.746,3.5,21
2448,nightlife,4.294,4.5,4
2449,nightlife,4.254,4.5,23
2450,nightlife,4.481,4.5,70
2451,beauty,3.388,3.5,125
2452,nightlife,4.442,4.5,5
2453,services,4.866,5.0,12
2454,nightlife,3.708,3.5,11
2455,shopping,3.869,4.0,29
2456,nightlife,3.562,3.5,8
2457,restaurants,3.659,3.5,133
2458,restaurants,4.791,5.0,27
2459,shopping,3.298,3.5,23
2460,services,3.332,3.5,122
2461,beauty,4.736,4.5,25
2462,restaurants,4.194,4.0,38
2463,nightlife,5.0,5.0,13
2464,restaurants,3.602,3.5,7
2465,beauty,3.919,4.0,14
2466,services,3.487,3.5,220
2467,nightlife,3.929,4.0,47
2468,nightlife,2.874,3.0,33
2469,restaurants,4.227,4.0,10
2470,shopping,4.028,4.0,62
2471,services,3.818,4.0,7
2472,beauty,3.635,3.5,6
2473,shopping,3.358,3.5,15
2474,shopping,4.25,4.5,174
2475,restaurants,3.206,3.0,165
2476,restaurants,4.132,4.0,17
2477,restaurants,4.991,5.0,14
2478,shopping,4.667,4.5,6
2479,health,3.022,3.0,28
2480,shopping,3.555,3.5,30
2481,restaurants,4.082,4.0,55
2482,restaurants,3.811,4.0,62
2483,restaurants,3.08,3.0,21
2484,services,4.062,4.0,44
2485,shopping,3.844,4.0,13
2486,beauty,4.903,5.0,43
2487,services,3.711,3.5,16
2488,restaurants,4.492,4.5,40
2489,nightlife,3.153,3.0,37
2490,health,3.285,3.5,27
2491,shopping,4.247,4.0,55
2492,restaurants,4.446,4.5,6
2493,health,3.323,3.5,9
2494,services,3.863,4.0,20
2495,shopping,3.09,3.0,7
2496,nightlife,3.75,4.0,17
2497,restaurants,4.31,4.5,18
2498,services,3.611,3.5,92
2499,shopping,3.713,3.5,29
2500,restaurants,3.229,3.0,70
2501,beauty,3.493,3.5,34
2502,health,4.817,5.0,15
2503,services,3.89,4.0,29
2504,restaurants,3.299,3.5,52
2505,restaurants,3.677,3.5,82
2506,health,2.971,3.0,22
2507,health,3.292,3.5,6
2508,shopping,4.598,4.5,5
2509,nightlife,3.772,4.0,19
2510,shopping,4.89,5.0,3
2511,shopping,3.798,4.0,149
2512,restaurants,3.83,4.0,46
2513,restaurants,4.202,4.0,14
2514,restaurants,2.38,2.5,9
2515,services,3.963,4.0,70
2516,restaurants,3.823,4.0,9
2517,restaurants,4.667,4.5,10
2518,nightlife,4.381,4.5,12
