attempt_id,business_id,business_category,business_true_avg_rating,business_displayed_stars,business_review_count,intended_star,user_review_count,user_tenure_days,user_experience_z,user_is_elite,device_mobile,session_prompted,completed,review_length
22271,1562,services,3.687,3.5,48,5,19,119,1.2877,0,1,1,0,
22272,2464,restaurants,3.602,3.5,7,4,1,1714,-1.3196,0,1,0,0,
22273,3987,shopping,3.445,3.5,20,5,19,331,1.2877,0,1,1,1,51.0
22274,678,restaurants,4.128,4.0,46,5,2,394,-0.8605,1,1,0,1,41.0
22275,447,nightlife,3.437,3.5,3,5,2,526,-0.8605,0,1,0,0,
22276,870,beauty,3.811,4.0,34,4,1,303,-1.3196,0,1,0,1,52.0
22277,616,beauty,4.422,4.5,117,5,7,833,0.2501,0,1,0,1,74.0
22278,3317,restaurants,3.913,4.0,35,5,3,492,-0.5348,0,1,0,1,53.0
22279,3505,nightlife,4.358,4.5,11,5,21,286,1.3956,0,0,1,0,
22280,2239,shopping,3.477,3.5,337,5,2,71,-0.8605,0,1,1,1,24.0
22281,521,shopping,3.028,3.0,83,2,11,681,0.7092,0,1,1,1,13.0
22282,3405,services,3.947,4.0,30,4,1,1468,-1.3196,0,1,0,0,
22283,3670,shopping,4.589,4.5,26,5,15,807,1.035,1,0,1,1,65.0
22284,1630,shopping,4.161,4.0,259,4,6,38,0.0989,0,1,0,1,32.0
22285,2687,beauty,3.562,3.5,12,5,7,830,0.2501,1,1,1,1,47.0
22286,2433,restaurants,3.386,3.5,16,4,3,498,-0.5348,0,0,0,0,
22287,2112,restaurants,3.797,4.0,20,5,3,286,-0.5348,0,0,1,1,102.0
22288,1412,services,4.232,4.0,55,5,9,84,0.5028,0,1,1,1,31.0
22289,1113,health,4.451,4.5,31,5,36,137,1.9842,0,1,0,1,60.0
22290,1102,services,4.28,4.5,117,4,2,411,-0.8605,0,0,0,1,60.0
22291,1437,shopping,3.482,3.5,22,5,3,184,-0.5348,0,1,0,0,
22292,3039,nightlife,4.268,4.5,24,5,3,1726,-0.5348,0,1,0,1,26.0
22293,3303,health,3.229,3.0,47,4,1,65,-1.3196,0,1,1,0,
22294,453,restaurants,4.036,4.0,19,5,1,250,-1.3196,0,1,0,1,61.0
22295,230,restaurants,3.295,3.5,40,4,2,64,-0.8605,0,0,0,0,
22296,1912,services,3.64,3.5,17,5,3,63,-0.5348,0,1,0,0,
22297,3074,services,3.604,3.5,21,4,24,98,1.5403,0,1,1,1,72.0
22298,2243,restaurants,3.409,3.5,69,5,15,56,1.035,0,0,1,1,85.0
22299,3311,health,3.369,3.5,13,5,2,446,-0.8605,0,1,1,1,49.0
22300,2854,beauty,3.685,3.5,36,5,12,132,0.7999,0,1,1,0,
22301,2823,health,3.795,4.0,2,5,2,102,-0.8605,0,1,0,0,
22302,2154,nightlife,3.936,4.0,4,5,4,263,-0.2821,0,1,0,1,79.0
22303,218,health,4.406,4.5,87,5,7,225,0.2501,0,1,1,1,78.0
22304,719,health,4.283,4.5,9,5,50,217,2.3476,1,1,1,1,92.0
22305,2970,shopping,3.851,4.0,39,5,7,187,0.2501,0,0,0,0,
22306,1235,restaurants,4.443,4.5,36,4,1,379,-1.3196,0,1,0,0,
22307,2892,nightlife,3.588,3.5,26,4,11,471,0.7092,0,0,0,1,51.0
22308,1357,shopping,3.792,4.0,6,5,17,108,1.1683,0,1,0,1,62.0
22309,52,services,4.57,4.5,4,1,13,1187,0.8838,1,0,1,1,45.0
22310,2705,shopping,3.885,4.0,19,5,2,268,-0.8605,0,1,0,1,38.0
22311,3569,restaurants,3.949,4.0,33,5,6,768,0.0989,0,0,1,0,
22312,1783,restaurants,3.657,3.5,71,5,5,297,-0.0756,0,1,1,1,88.0
22313,528,beauty,3.617,3.5,53,5,35,569,1.9532,0,1,1,1,57.0
22314,1658,shopping,4.588,4.5,4,5,10,71,0.6107,0,0,1,1,20.0
22315,3843,nightlife,3.952,4.0,29,2,33,97,1.8885,0,1,1,1,102.0
22316,1273,nightlife,3.806,4.0,17,4,2,157,-0.8605,0,1,1,1,46.0
22317,283,restaurants,4.302,4.5,136,5,4,86,-0.2821,0,1,0,1,34.0
22318,3071,health,2.979,3.0,26,2,3,346,-0.5348,0,0,0,1,80.0
22319,952,restaurants,2.972,3.0,114,5,15,266,1.035,0,0,0,1,82.0
22320,149,restaurants,4.242,4.0,88,4,17,110,1.1683,0,1,1,1,118.0
22321,2760,nightlife,3.788,4.0,155,4,8,439,0.3835,0,0,1,0,
22322,1353,restaurants,4.347,4.5,27,5,5,549,-0.0756,0,1,0,1,112.0
22323,548,beauty,3.508,3.5,53,4,8,42,0.3835,0,1,0,1,41.0
22324,215,beauty,4.046,4.0,12,4,1,681,-1.3196,0,0,0,0,
22325,739,shopping,3.429,3.5,44,5,3,478,-0.5348,0,1,1,1,25.0
22326,598,health,4.262,4.5,19,5,3,66,-0.5348,0,0,0,0,
22327,44,services,3.814,4.0,25,4,5,145,-0.0756,0,0,0,1,63.0
22328,1482,nightlife,4.732,4.5,19,5,2,149,-0.8605,0,1,0,0,
22329,3305,restaurants,3.621,3.5,19,5,2,114,-0.8605,0,1,1,0,
22330,1583,restaurants,2.555,2.5,25,1,1,1066,-1.3196,0,1,0,0,
22331,150,services,4.174,4.0,113,1,8,171,0.3835,0,1,1,1,54.0
22332,3526,restaurants,3.311,3.5,24,5,1,35,-1.3196,0,1,0,0,
22333,2530,nightlife,4.281,4.5,10,5,15,205,1.035,0,1,1,0,
22334,3857,shopping,3.829,4.0,7,4,7,157,0.2501,0,0,0,0,
22335,2329,shopping,3.126,3.0,83,1,13,142,0.8838,0,1,1,1,36.0
22336,1908,services,4.0,4.0,46,5,2,361,-0.8605,0,1,1,0,
22337,2044,health,2.856,3.0,55,4,38,76,2.0439,1,0,0,1,48.0
22338,25,restaurants,4.455,4.5,13,3,57,1338,2.4933,1,1,1,1,154.0
22339,1500,beauty,3.253,3.5,113,5,5,242,-0.0756,0,1,0,0,
22340,1767,restaurants,3.571,3.5,15,4,8,279,0.3835,0,1,0,1,106.0
22341,1198,restaurants,4.34,4.5,42,5,5,182,-0.0756,0,0,1,1,32.0
22342,3348,beauty,4.771,5.0,5,5,15,1097,1.035,1,1,1,1,42.0
22343,3827,restaurants,3.312,3.5,292,5,12,146,0.7999,0,1,1,1,58.0
22344,1912,services,3.64,3.5,17,2,1,328,-1.3196,0,0,0,1,50.0
22345,3141,restaurants,4.399,4.5,33,5,2,372,-0.8605,0,1,0,0,
22346,892,restaurants,3.864,4.0,54,2,8,222,0.3835,0,1,1,0,
22347,3690,restaurants,3.633,3.5,66,5,12,451,0.7999,0,1,1,1,68.0
22348,2813,restaurants,4.467,4.5,79,5,6,593,0.0989,0,1,0,0,
22349,2935,shopping,3.817,4.0,12,5,1,523,-1.3196,0,0,0,0,
22350,2379,beauty,3.324,3.5,41,2,9,247,0.5028,1,0,0,1,81.0
22351,3316,beauty,3.417,3.5,215,3,37,215,2.0144,0,1,1,1,102.0
22352,2136,restaurants,4.277,4.5,18,5,0,306,-2.1045,0,0,0,0,
22353,3856,services,4.63,4.5,14,5,14,189,0.9619,0,1,1,1,78.0
22354,2649,services,3.72,3.5,15,5,37,106,2.0144,0,1,1,0,
22355,1814,services,3.859,4.0,4,5,14,312,0.9619,0,1,0,1,48.0
22356,833,beauty,3.788,4.0,26,5,5,1018,-0.0756,0,1,0,0,
22357,3627,beauty,4.099,4.0,162,5,13,428,0.8838,0,0,1,1,59.0
22358,224,restaurants,4.042,4.0,8,4,5,83,-0.0756,1,0,1,0,
22359,172,restaurants,4.459,4.5,13,5,9,293,0.5028,0,1,1,1,57.0
22360,123,shopping,3.596,3.5,34,4,5,618,-0.0756,0,1,1,1,50.0
22361,431,beauty,3.713,3.5,111,5,6,233,0.0989,0,0,0,1,32.0
22362,988,shopping,4.188,4.0,61,5,2,318,-0.8605,0,0,0,0,
22363,1961,shopping,4.96,5.0,8,5,3,6630,-0.5348,0,0,0,1,61.0
22364,1106,restaurants,4.043,4.0,109,5,30,1456,1.7839,0,1,1,1,53.0
22365,1815,nightlife,5.0,5.0,56,4,3,274,-0.5348,0,1,0,0,
22366,1791,restaurants,2.834,3.0,138,4,1,527,-1.3196,0,0,0,0,
22367,1752,services,4.058,4.0,25,5,237,225,4.0919,1,1,1,1,35.0
22368,238,restaurants,3.902,4.0,25,5,3,211,-0.5348,1,1,0,1,28.0
22369,2148,beauty,3.555,3.5,12,5,4,659,-0.2821,0,0,1,1,111.0
22370,1198,restaurants,4.34,4.5,42,5,3,647,-0.5348,0,1,1,1,57.0
22371,2153,services,3.371,3.5,12,1,5,507,-0.0756,0,0,0,1,18.0
22372,242,restaurants,3.632,3.5,37,5,2,230,-0.8605,0,0,0,1,121.0
22373,3482,services,3.17,3.0,29,4,25,1467,1.5847,0,1,0,1,34.0
22374,2889,restaurants,4.061,4.0,11,4,4,105,-0.2821,0,0,1,1,75.0
22375,1383,health,3.356,3.5,31,3,2,308,-0.8605,0,0,0,0,
22376,1438,health,3.197,3.0,12,5,0,101,-2.1045,0,1,0,0,
22377,1264,nightlife,3.612,3.5,31,5,17,312,1.1683,0,1,0,1,42.0
22378,3964,shopping,3.837,4.0,128,2,3,217,-0.5348,0,0,0,0,
22379,2807,beauty,3.22,3.0,30,5,7,962,0.2501,0,1,0,0,
22380,1840,restaurants,3.445,3.5,25,1,2,282,-0.8605,0,1,1,1,35.0
22381,2593,restaurants,4.647,4.5,20,5,5,990,-0.0756,0,0,0,1,104.0
22382,257,restaurants,4.017,4.0,73,5,5,240,-0.0756,0,1,0,0,
22383,3319,restaurants,4.147,4.0,21,1,14,183,0.9619,0,1,1,0,
22384,2383,restaurants,4.667,4.5,57,4,6,415,0.0989,1,1,0,1,35.0
22385,1237,shopping,3.912,4.0,46,5,1,44,-1.3196,0,1,0,0,
22386,2772,services,4.169,4.0,18,5,70,209,2.7223,1,1,1,1,32.0
22387,25,restaurants,4.455,4.5,13,5,8,345,0.3835,0,1,1,1,52.0
22388,1961,shopping,4.96,5.0,8,5,2,2184,-0.8605,0,1,0,0,
22389,3776,beauty,3.44,3.5,5,5,6,504,0.0989,0,1,0,0,
22390,3038,restaurants,4.926,5.0,27,5,8,57,0.3835,0,1,1,0,
22391,176,shopping,4.414,4.5,21,5,8,155,0.3835,0,0,0,1,44.0
22392,2359,restaurants,4.472,4.5,39,5,7,104,0.2501,0,1,1,1,43.0
22393,2720,shopping,3.556,3.5,8,5,6,428,0.0989,0,1,1,0,
22394,2105,beauty,3.876,4.0,53,5,14,655,0.9619,1,1,1,0,
22395,1287,restaurants,4.365,4.5,19,4,11,75,0.7092,0,1,0,0,
22396,2715,restaurants,4.066,4.0,63,4,11,802,0.7092,0,0,0,0,
22397,1694,beauty,4.198,4.0,58,4,1,127,-1.3196,0,0,0,0,
22398,3795,nightlife,3.684,3.5,50,4,1,129,-1.3196,0,0,0,1,45.0
22399,3352,restaurants,3.89,4.0,16,5,2,96,-0.8605,0,1,0,1,60.0
22400,3637,restaurants,4.726,4.5,35,4,4,169,-0.2821,0,0,0,0,
22401,1678,services,3.54,3.5,73,4,2,288,-0.8605,0,1,0,0,
22402,2709,nightlife,3.832,4.0,11,5,2,826,-0.8605,0,1,0,1,44.0
22403,577,nightlife,3.497,3.5,89,5,6,90,0.0989,0,1,0,1,25.0
22404,3009,beauty,3.621,3.5,84,3,2,93,-0.8605,0,1,0,1,48.0
22405,3017,restaurants,3.311,3.5,47,3,0,633,-2.1045,0,1,0,0,
22406,3101,restaurants,3.753,4.0,35,2,1,211,-1.3196,0,1,0,1,82.0
22407,80,beauty,4.508,4.5,23,5,3,153,-0.5348,0,0,1,1,40.0
22408,1823,nightlife,3.868,4.0,28,4,4,346,-0.2821,1,0,1,0,
22409,1098,services,2.942,3.0,41,4,13,172,0.8838,0,1,0,0,
22410,3660,restaurants,4.546,4.5,31,5,8,122,0.3835,0,0,1,1,51.0
22411,2152,beauty,3.564,3.5,36,5,1,214,-1.3196,0,1,0,1,22.0
22412,2445,nightlife,3.531,3.5,15,5,24,347,1.5403,0,1,0,1,97.0
22413,1751,restaurants,3.943,4.0,86,3,4,103,-0.2821,0,0,0,1,96.0
22414,455,restaurants,3.522,3.5,16,3,5,691,-0.0756,0,0,0,0,
22415,2480,shopping,3.555,3.5,30,5,6,242,0.0989,0,1,1,0,
22416,2443,shopping,3.401,3.5,5,5,2,236,-0.8605,0,1,1,0,
22417,1525,restaurants,4.41,4.5,10,5,9,164,0.5028,0,1,1,1,77.0
22418,2518,nightlife,4.381,4.5,12,4,1,192,-1.3196,0,1,1,1,40.0
22419,1562,services,3.687,3.5,48,4,22,140,1.4459,0,1,1,1,41.0
22420,2640,beauty,2.291,2.5,10,5,6,763,0.0989,1,1,0,0,
22421,1394,services,4.394,4.5,37,2,7,317,0.2501,0,0,1,1,98.0
22422,3093,health,3.36,3.5,14,3,9,178,0.5028,0,0,1,0,
22423,3549,services,3.534,3.5,102,3,3,128,-0.5348,0,0,0,1,44.0
22424,1937,nightlife,4.253,4.5,53,5,20,180,1.3429,0,1,0,1,71.0
22425,69,shopping,3.71,3.5,14,5,2,423,-0.8605,0,1,0,1,36.0
22426,2728,shopping,3.673,3.5,10,5,2,198,-0.8605,0,1,0,1,19.0
22427,3758,health,3.777,4.0,28,5,6,223,0.0989,0,1,0,1,55.0
22428,2839,restaurants,4.213,4.0,7,5,1,303,-1.3196,0,0,0,1,35.0
22429,1432,restaurants,3.953,4.0,9,4,3,165,-0.5348,0,0,0,1,100.0
22430,2256,services,4.738,4.5,57,3,7,248,0.2501,0,0,0,0,
22431,1459,shopping,4.848,5.0,94,5,11,1724,0.7092,0,1,0,1,47.0
22432,3097,shopping,4.239,4.0,11,4,5,321,-0.0756,0,0,1,0,
22433,2903,health,3.596,3.5,15,4,2,331,-0.8605,0,1,0,1,38.0
22434,2500,restaurants,3.229,3.0,70,1,3,141,-0.5348,0,1,1,0,
22435,1553,shopping,3.761,4.0,33,5,2,592,-0.8605,0,0,1,1,51.0
22436,690,restaurants,4.499,4.5,29,5,4,152,-0.2821,0,1,0,1,64.0
22437,2466,services,3.487,3.5,220,4,3,365,-0.5348,0,1,0,0,
22438,1348,shopping,4.118,4.0,24,5,2,43,-0.8605,0,0,0,1,48.0
22439,3614,nightlife,4.087,4.0,55,4,1,133,-1.3196,0,1,0,0,
22440,252,shopping,3.118,3.0,15,4,1,165,-1.3196,0,1,1,1,39.0
22441,3384,restaurants,3.744,3.5,8,4,16,206,1.1036,0,1,1,1,156.0
22442,3118,restaurants,4.56,4.5,103,4,11,187,0.7092,0,1,1,1,48.0
22443,2061,restaurants,4.689,4.5,70,5,1,807,-1.3196,0,1,0,1,82.0
22444,3972,shopping,3.531,3.5,21,4,10,256,0.6107,0,0,1,1,64.0
22445,2866,shopping,3.208,3.0,30,5,5,813,-0.0756,0,0,0,1,17.0
22446,167,services,3.396,3.5,11,5,1,117,-1.3196,0,0,1,0,
22447,1569,shopping,4.199,4.0,18,5,2,91,-0.8605,0,1,0,1,19.0
22448,3361,shopping,4.109,4.0,55,5,4,1041,-0.2821,0,1,0,0,
22449,3104,nightlife,3.629,3.5,11,1,11,121,0.7092,0,1,0,1,64.0
22450,641,services,3.4,3.5,153,4,10,350,0.6107,0,0,0,0,
22451,680,restaurants,2.911,3.0,51,3,3,215,-0.5348,0,1,0,0,
22452,3696,restaurants,3.552,3.5,14,4,8,98,0.3835,0,1,1,0,
22453,182,shopping,5.0,5.0,84,4,4,80,-0.2821,0,0,0,1,123.0
22454,3798,shopping,4.816,5.0,12,5,2,130,-0.8605,0,1,0,1,19.0
22455,2162,shopping,3.254,3.5,53,3,14,183,0.9619,0,1,0,0,
22456,3229,shopping,3.543,3.5,19,5,6,393,0.0989,0,0,1,1,30.0
22457,861,beauty,4.73,4.5,25,5,9,289,0.5028,1,0,1,1,21.0
22458,1376,nightlife,4.014,4.0,102,5,1,200,-1.3196,0,0,0,0,
22459,2914,shopping,5.0,5.0,25,5,3,687,-0.5348,0,1,0,0,
22460,649,restaurants,4.104,4.0,62,5,12,891,0.7999,0,1,1,1,114.0
22461,405,services,3.985,4.0,12,5,4,313,-0.2821,0,1,1,1,42.0
22462,2436,nightlife,3.308,3.5,21,3,4,177,-0.2821,0,0,0,1,88.0
22463,33,shopping,3.683,3.5,43,5,2,268,-0.8605,0,0,0,0,
22464,3755,shopping,3.372,3.5,194,5,6,342,0.0989,0,1,1,1,17.0
22465,2702,shopping,2.475,2.5,20,5,2,74,-0.8605,0,1,0,0,
22466,2854,beauty,3.685,3.5,36,4,7,255,0.2501,0,1,0,1,44.0
22467,2003,nightlife,3.962,4.0,13,5,2,280,-0.8605,0,0,0,0,
22468,2495,shopping,3.09,3.0,7,5,4,111,-0.2821,0,1,1,1,40.0
22469,3808,health,4.568,4.5,14,5,28,165,1.7084,0,1,0,1,25.0
22470,19,nightlife,3.068,3.0,12,1,7,139,0.2501,0,1,1,1,43.0
22471,989,services,4.54,4.5,91,5,3,804,-0.5348,0,0,1,1,55.0
22472,2788,health,3.691,3.5,43,5,13,91,0.8838,1,1,1,1,113.0
22473,493,restaurants,3.594,3.5,79,1,2,381,-0.8605,0,0,1,0,
22474,981,services,4.499,4.5,15,5,2,1170,-0.8605,0,0,0,1,40.0
22475,92,shopping,3.989,4.0,35,5,3,250,-0.5348,0,0,1,1,49.0
22476,220,restaurants,3.732,3.5,59,5,17,944,1.1683,0,1,1,1,82.0
22477,1776,beauty,3.303,3.5,13,4,16,297,1.1036,1,1,0,1,34.0
22478,2640,beauty,2.291,2.5,10,4,3,420,-0.5348,0,1,0,1,51.0
22479,403,restaurants,3.871,4.0,29,5,4,79,-0.2821,0,1,1,1,53.0
22480,3930,shopping,4.001,4.0,7,4,8,859,0.3835,0,0,1,1,106.0
22481,3102,health,3.05,3.0,38,3,72,207,2.7537,0,0,1,1,109.0
22482,2650,health,3.601,3.5,31,2,4,254,-0.2821,0,1,1,0,
22483,287,shopping,3.386,3.5,14,5,23,198,1.4941,0,1,1,1,44.0
22484,2075,shopping,4.237,4.0,26,5,7,138,0.2501,0,0,0,1,19.0
22485,3683,shopping,4.48,4.5,70,5,13,563,0.8838,1,1,1,1,94.0
22486,951,restaurants,3.727,3.5,9,5,15,194,1.035,1,1,0,1,86.0
22487,2163,shopping,3.117,3.0,29,1,6,133,0.0989,0,1,0,0,
22488,2256,services,4.738,4.5,57,5,5,140,-0.0756,1,1,1,0,
22489,2785,beauty,4.193,4.0,113,5,4,116,-0.2821,0,1,0,0,
22490,3673,shopping,4.367,4.5,39,5,7,1042,0.2501,0,1,0,1,34.0
22491,523,nightlife,2.94,3.0,31,5,18,304,1.2296,0,1,0,0,
22492,251,services,4.101,4.0,21,5,21,133,1.3956,1,1,0,1,44.0
22493,358,shopping,3.41,3.5,94,3,19,130,1.2877,1,0,0,0,
22494,1068,restaurants,3.931,4.0,27,5,3,687,-0.5348,0,1,0,0,
22495,1414,restaurants,3.49,3.5,7,5,3,345,-0.5348,0,1,0,1,52.0
22496,3513,health,3.768,4.0,12,5,2,72,-0.8605,0,1,1,1,31.0
22497,2081,restaurants,3.577,3.5,98,4,6,19,0.0989,0,0,0,1,120.0
22498,2979,services,3.283,3.5,5,4,14,308,0.9619,0,1,1,1,67.0
22499,2302,shopping,3.506,3.5,8,4,3,928,-0.5348,0,0,0,1,46.0
22500,3810,nightlife,3.792,4.0,5,5,4,135,-0.2821,0,0,0,1,23.0
22501,1319,services,3.699,3.5,12,5,10,469,0.6107,0,0,0,1,79.0
22502,2676,shopping,3.772,4.0,93,5,3,1342,-0.5348,0,1,0,0,
22503,1090,restaurants,3.877,4.0,104,5,4,84,-0.2821,0,0,0,1,18.0
22504,933,beauty,3.298,3.5,10,4,17,114,1.1683,0,0,1,1,76.0
22505,3925,nightlife,4.154,4.0,23,1,5,198,-0.0756,0,1,0,1,42.0
22506,96,shopping,4.636,4.5,31,5,2,382,-0.8605,0,0,1,0,
22507,1090,restaurants,3.877,4.0,104,5,6,369,0.0989,0,1,1,1,57.0
22508,1544,shopping,4.817,5.0,198,5,8,243,0.3835,0,1,0,0,
22509,551,restaurants,3.967,4.0,37,4,78,2750,2.8432,1,0,0,1,114.0
22510,3087,shopping,4.445,4.5,43,4,26,567,1.6275,0,1,1,0,
22511,1437,shopping,3.482,3.5,22,5,166,200,3.6908,0,1,1,1,40.0
22512,1835,restaurants,4.21,4.0,31,5,2,229,-0.8605,0,1,1,1,46.0
22513,1215,shopping,3.804,4.0,40,4,23,194,1.4941,0,1,0,1,49.0
22514,3567,shopping,4.2,4.0,20,4,27,835,1.6687,0,1,1,1,69.0
22515,1686,shopping,4.104,4.0,17,5,5,70,-0.0756,0,1,0,0,
22516,3149,restaurants,3.534,3.5,54,5,3,219,-0.5348,0,0,0,0,
22517,2494,services,3.863,4.0,20,5,11,50,0.7092,0,1,0,1,67.0
22518,3823,restaurants,3.779,4.0,20,5,3,358,-0.5348,0,0,0,1,66.0
22519,2412,shopping,3.096,3.0,25,4,1,429,-1.3196,0,0,0,0,
22520,3943,nightlife,4.535,4.5,13,5,1,76,-1.3196,0,1,1,1,44.0
22521,2793,health,4.804,5.0,10,5,1,65,-1.3196,0,1,0,1,29.0
22522,235,services,3.641,3.5,66,1,6,277,0.0989,0,1,1,0,
22523,626,services,3.846,4.0,28,1,10,372,0.6107,0,1,1,0,
22524,3158,services,4.365,4.5,16,5,2,74,-0.8605,0,1,0,1,32.0
22525,183,restaurants,3.884,4.0,1375,4,8,213,0.3835,0,1,1,1,97.0
22526,760,beauty,4.869,5.0,17,4,8,492,0.3835,0,0,1,1,61.0
22527,3163,beauty,4.379,4.5,18,5,7,418,0.2501,0,1,0,0,
22528,1419,health,3.402,3.5,36,2,10,187,0.6107,0,0,0,1,81.0
22529,868,restaurants,3.382,3.5,47,5,6,146,0.0989,0,1,0,0,
22530,791,shopping,3.854,4.0,7,1,21,30,1.3956,0,1,1,1,84.0
22531,1262,restaurants,4.25,4.0,10,4,10,137,0.6107,1,1,1,1,302.0
22532,3351,restaurants,3.277,3.5,84,5,1,364,-1.3196,0,1,0,1,20.0
22533,1822,shopping,2.663,2.5,12,1,37,261,2.0144,0,0,0,1,30.0
22534,3815,shopping,2.714,2.5,10,5,2,532,-0.8605,0,1,0,1,32.0
22535,2865,restaurants,3.705,3.5,25,5,5,1467,-0.0756,0,1,1,1,64.0
22536,1073,health,3.958,4.0,31,4,82,271,2.8991,1,1,1,1,141.0
22537,654,services,4.025,4.0,17,5,8,44,0.3835,0,0,0,1,24.0
22538,3775,shopping,2.825,3.0,27,1,2,173,-0.8605,0,0,0,1,46.0
22539,3609,restaurants,3.755,4.0,45,4,7,764,0.2501,0,0,0,1,135.0
22540,490,beauty,3.292,3.5,9,4,9,809,0.5028,0,0,0,0,
22541,1286,shopping,4.627,4.5,5,5,6,62,0.0989,1,1,0,0,
22542,2972,restaurants,2.912,3.0,16,2,3,125,-0.5348,0,1,0,0,
22543,3930,shopping,4.001,4.0,7,5,1,224,-1.3196,0,1,0,0,
22544,3614,nightlife,4.087,4.0,55,5,1,616,-1.3196,0,0,1,0,
22545,1141,services,4.411,4.5,13,5,2,122,-0.8605,0,0,0,0,
22546,3587,shopping,4.68,4.5,69,4,21,459,1.3956,0,0,0,1,48.0
22547,2902,restaurants,4.042,4.0,32,5,1,24,-1.3196,0,1,0,0,
22548,1850,restaurants,4.027,4.0,186,5,6,236,0.0989,0,0,0,1,81.0
22549,1506,beauty,4.598,4.5,190,5,23,93,1.4941,0,1,0,1,60.0
22550,3252,restaurants,3.8,4.0,23,5,10,209,0.6107,0,0,0,1,47.0
22551,3346,services,3.906,4.0,35,5,24,68,1.5403,0,1,1,1,35.0
22552,3656,restaurants,3.579,3.5,18,5,3,277,-0.5348,0,1,0,0,
22553,1849,beauty,3.746,3.5,140,4,10,446,0.6107,0,1,1,0,
22554,1066,shopping,3.604,3.5,9,1,18,329,1.2296,0,1,1,1,75.0
22555,3482,services,3.17,3.0,29,4,14,740,0.9619,1,1,0,0,
22556,1211,services,4.21,4.0,12,5,13,303,0.8838,0,1,1,1,56.0
22557,3015,beauty,4.425,4.5,10,5,1,313,-1.3196,0,1,1,1,8.0
22558,2037,restaurants,2.847,3.0,23,5,10,160,0.6107,0,0,0,1,43.0
22559,2344,beauty,4.404,4.5,157,4,8,393,0.3835,0,1,1,1,42.0
22560,838,shopping,4.264,4.5,101,5,4,169,-0.2821,0,1,0,0,
22561,999,restaurants,3.321,3.5,4,5,3,203,-0.5348,0,1,1,1,59.0
22562,2610,services,4.078,4.0,9,5,8,711,0.3835,0,0,0,1,24.0
22563,1039,restaurants,4.045,4.0,18,5,2,1257,-0.8605,0,1,1,1,49.0
22564,2676,shopping,3.772,4.0,93,5,3,201,-0.5348,0,1,1,1,91.0
22565,3965,restaurants,3.54,3.5,185,5,14,387,0.9619,0,1,1,1,93.0
22566,329,restaurants,3.974,4.0,32,5,16,137,1.1036,0,1,1,1,90.0
22567,3701,restaurants,3.84,4.0,49,5,8,151,0.3835,0,1,1,0,
22568,686,shopping,4.266,4.5,22,5,3,30,-0.5348,0,0,0,1,72.0
22569,553,services,3.821,4.0,29,5,1,450,-1.3196,0,0,0,1,51.0
22570,3336,shopping,3.233,3.0,16,5,2,180,-0.8605,0,1,0,1,13.0
22571,816,services,3.986,4.0,65,5,20,1213,1.3429,0,0,1,1,26.0
22572,2590,beauty,4.098,4.0,204,5,6,140,0.0989,0,1,1,0,
22573,427,services,3.38,3.5,24,3,4,268,-0.2821,0,0,1,1,36.0
22574,346,health,3.415,3.5,21,4,6,526,0.0989,0,0,1,1,74.0
22575,805,restaurants,3.364,3.5,28,5,11,2567,0.7092,0,0,0,1,50.0
22576,2082,beauty,2.682,2.5,39,5,2,125,-0.8605,0,1,0,0,
22577,1160,restaurants,3.478,3.5,6,2,3,177,-0.5348,0,0,1,1,89.0
22578,893,restaurants,4.148,4.0,56,5,10,314,0.6107,0,1,1,1,25.0
22579,3350,restaurants,4.615,4.5,21,4,6,204,0.0989,0,1,0,1,60.0
22580,696,beauty,3.786,4.0,79,5,17,506,1.1683,1,1,1,1,60.0
22581,380,nightlife,3.778,4.0,14,5,11,315,0.7092,0,1,1,1,36.0
22582,441,restaurants,4.136,4.0,7,5,2,838,-0.8605,0,0,1,1,46.0
22583,3528,services,4.443,4.5,42,5,0,216,-2.1045,0,1,0,0,
22584,1902,services,4.891,5.0,14,2,6,584,0.0989,0,1,0,0,
22585,3887,services,3.192,3.0,54,5,2,265,-0.8605,0,1,0,0,
22586,3228,nightlife,3.426,3.5,7,5,9,452,0.5028,0,1,0,1,48.0
22587,1126,shopping,4.408,4.5,54,4,28,333,1.7084,0,1,1,1,77.0
22588,3162,restaurants,3.973,4.0,36,4,2,256,-0.8605,0,1,0,0,
22589,1824,beauty,4.604,4.5,8,4,10,140,0.6107,0,0,0,1,30.0
22590,2240,restaurants,2.717,2.5,30,4,13,581,0.8838,0,1,1,1,65.0
22591,2117,restaurants,4.124,4.0,15,5,7,107,0.2501,0,1,1,1,90.0
22592,3033,restaurants,2.737,2.5,239,1,7,482,0.2501,0,1,1,1,52.0
22593,822,restaurants,3.764,4.0,49,5,1,471,-1.3196,0,0,0,0,
22594,237,services,2.837,3.0,23,1,5,1969,-0.0756,0,1,0,1,29.0
22595,2926,beauty,4.07,4.0,3,5,5,581,-0.0756,0,0,0,1,35.0
22596,3815,shopping,2.714,2.5,10,1,16,51,1.1036,0,1,1,1,52.0
22597,2319,services,4.342,4.5,8,5,14,115,0.9619,0,0,1,0,
22598,469,shopping,3.777,4.0,16,5,3,266,-0.5348,0,0,0,0,
22599,448,restaurants,4.314,4.5,4,4,1,188,-1.3196,0,1,0,0,
